Country,Year,Date,Holiday Name,Holiday Type,Weekday,Where It is Observed
mauritius,2018,2018-10-09,Navaratri,Hindu Holiday,Tuesday,
mauritius,2018,2018-10-18,Dussehra,Hindu Holiday,Thursday,
mauritius,2018,2018-11-01,All Saints Day,Public Holiday,Thursday,
mauritius,2018,2018-11-02,Divali,Public Holiday,Friday,
mauritius,2018,2018-11-02,Arrival of Indentured Labourers,Public Holiday,Friday,
mauritius,2018,2018-12-21,December Solstice,Season,Friday,
mauritius,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
mauritius,2019,2019-01-01,New Year,Public Holiday,Tuesday,
mauritius,2019,2019-01-28,Chinese Spring Festival,Public Holiday,Monday,
mauritius,2019,2019-02-01,Abolition of Slavery,Public Holiday,Friday,
mauritius,2019,2019-03-04,Maha Shivaratri,Hindu Holiday,Monday,
mauritius,2019,2019-03-12,National Day,Public Holiday,Tuesday,
mauritius,2019,2019-03-20,March equinox,Season,Wednesday,
mauritius,2019,2019-03-21,Holi,Hindu Holiday,Thursday,
mauritius,2019,2019-05-01,Labour Day,Public Holiday,Wednesday,
mauritius,2019,2019-05-12,Mother's Day,Observance,Sunday,
mauritius,2019,2019-06-05,Eid al-Fitr,Public Holiday,Wednesday,
mauritius,2019,2019-06-16,Father's Day,Observance,Sunday,
mauritius,2019,2019-06-21,June Solstice,Season,Friday,
mauritius,2019,2019-08-15,Raksha Bandhan,Hindu Holiday,Thursday,
mauritius,2019,2019-08-15,Assumption of Mary,Public Holiday,Thursday,
mauritius,2019,2019-08-23,Janmashtami,Hindu Holiday,Friday,
mauritius,2019,2019-09-02,Ganesh Chaturthi,Hindu Holiday,Monday,
mauritius,2019,2019-09-23,September equinox,Season,Monday,
mauritius,2019,2019-09-29,Navaratri,Hindu Holiday,Sunday,
mauritius,2019,2019-10-07,Dussehra,Hindu Holiday,Monday,
mauritius,2019,2019-11-01,All Saints Day,Public Holiday,Friday,
mauritius,2019,2019-11-02,Arrival of Indentured Labourers,Public Holiday,Saturday,
mauritius,2019,2019-12-22,December Solstice,Season,Sunday,
mauritius,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
mauritius,2020,2020-01-01,New Year,Public Holiday,Wednesday,
mauritius,2020,2020-01-28,Chinese Spring Festival,Public Holiday,Tuesday,
mauritius,2020,2020-02-01,Abolition of Slavery,Public Holiday,Saturday,
mauritius,2020,2020-02-21,Maha Shivaratri,Hindu Holiday,Friday,
mauritius,2020,2020-03-09,Holi,Hindu Holiday,Monday,
mauritius,2020,2020-03-12,National Day,Public Holiday,Thursday,
mauritius,2020,2020-03-20,March equinox,Season,Friday,
mauritius,2020,2020-05-01,Labour Day,Public Holiday,Friday,
mauritius,2020,2020-05-10,Mother's Day,Observance,Sunday,
mauritius,2020,2020-05-24,Eid al-Fitr,Public Holiday,Sunday,
mauritius,2020,2020-06-20,June Solstice,Season,Saturday,
mauritius,2020,2020-06-21,Father's Day,Observance,Sunday,
mauritius,2020,2020-08-03,Raksha Bandhan,Hindu Holiday,Monday,
mauritius,2020,2020-08-11,Janmashtami,Hindu Holiday,Tuesday,
mauritius,2020,2020-08-15,Assumption of Mary,Public Holiday,Saturday,
mauritius,2020,2020-08-22,Ganesh Chaturthi,Hindu Holiday,Saturday,
mauritius,2020,2020-09-22,September equinox,Season,Tuesday,
mauritius,2020,2020-10-17,Navaratri,Hindu Holiday,Saturday,
mauritius,2020,2020-10-25,Dussehra,Hindu Holiday,Sunday,
mauritius,2020,2020-11-01,All Saints Day,Public Holiday,Sunday,
mauritius,2020,2020-11-02,Arrival of Indentured Labourers,Public Holiday,Monday,
mauritius,2020,2020-12-21,December Solstice,Season,Monday,
mauritius,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
mayotte,2017,2017-01-01,New Year,Public Holiday,Sunday,
mayotte,2017,2017-03-20,March equinox,Season,Monday,
mayotte,2017,2017-04-17,Easter Monday,Public Holiday,Monday,
mayotte,2017,2017-04-24,Mi'raj,Optional Holiday,Monday,
mayotte,2017,2017-05-01,Labour Day,Public Holiday,Monday,
mayotte,2017,2017-05-08,End of the Second World War,Optional Holiday,Monday,
mayotte,2017,2017-05-25,Ascension Day,Optional Holiday,Thursday,
mayotte,2017,2017-06-05,Whit Monday,Optional Holiday,Monday,
mayotte,2017,2017-06-21,June Solstice,Season,Wednesday,
mayotte,2017,2017-06-26,Eid al-Fitr,Public Holiday,Monday,
mayotte,2017,2017-07-14,French Day of the Republic,Optional Holiday,Friday,
mayotte,2017,2017-08-15,Assumption of Mary,Optional Holiday,Tuesday,
mayotte,2017,2017-09-02,Eid al-Adha,Optional Holiday,Saturday,
mayotte,2017,2017-09-22,September equinox,Season,Friday,
mayotte,2017,2017-11-01,All Saints' Eve,Optional Holiday,Wednesday,
mayotte,2017,2017-11-11,November Holiday,Optional Holiday,Saturday,
mayotte,2017,2017-12-01,The Prophet's Birthday,Optional Holiday,Friday,
mayotte,2017,2017-12-21,December Solstice,Season,Thursday,
mayotte,2017,2017-12-25,Christmas Day,Optional Holiday,Monday,
mayotte,2018,2018-01-01,New Year,Public Holiday,Monday,
mayotte,2018,2018-03-20,March equinox,Season,Tuesday,
mayotte,2018,2018-04-02,Easter Monday,Public Holiday,Monday,
mayotte,2018,2018-04-13,Mi'raj,Optional Holiday,Friday,
mayotte,2018,2018-05-01,Labour Day,Public Holiday,Tuesday,
mayotte,2018,2018-05-08,End of the Second World War,Optional Holiday,Tuesday,
mayotte,2018,2018-05-10,Ascension Day,Optional Holiday,Thursday,
mayotte,2018,2018-05-21,Whit Monday,Optional Holiday,Monday,
mayotte,2018,2018-06-15,Eid al-Fitr,Public Holiday,Friday,
mayotte,2018,2018-06-21,June Solstice,Season,Thursday,
mayotte,2018,2018-07-14,French Day of the Republic,Optional Holiday,Saturday,
mayotte,2018,2018-08-15,Assumption of Mary,Optional Holiday,Wednesday,
mayotte,2018,2018-08-22,Eid al-Adha,Optional Holiday,Wednesday,
mayotte,2018,2018-09-23,September equinox,Season,Sunday,
mayotte,2018,2018-11-01,All Saints' Eve,Optional Holiday,Thursday,
mayotte,2018,2018-11-11,November Holiday,Optional Holiday,Sunday,
mayotte,2018,2018-11-21,The Prophet's Birthday,Optional Holiday,Wednesday,
mayotte,2018,2018-12-21,December Solstice,Season,Friday,
mayotte,2018,2018-12-25,Christmas Day,Optional Holiday,Tuesday,
mayotte,2019,2019-01-01,New Year,Public Holiday,Tuesday,
mayotte,2019,2019-03-20,March equinox,Season,Wednesday,
mayotte,2019,2019-04-03,Mi'raj,Optional Holiday,Wednesday,
mayotte,2019,2019-04-22,Easter Monday,Public Holiday,Monday,
mayotte,2019,2019-05-01,Labour Day,Public Holiday,Wednesday,
mayotte,2019,2019-05-08,End of the Second World War,Optional Holiday,Wednesday,
mayotte,2019,2019-05-30,Ascension Day,Optional Holiday,Thursday,
mayotte,2019,2019-06-05,Eid al-Fitr,Public Holiday,Wednesday,
mayotte,2019,2019-06-10,Whit Monday,Optional Holiday,Monday,
mayotte,2019,2019-06-21,June Solstice,Season,Friday,
mayotte,2019,2019-07-14,French Day of the Republic,Optional Holiday,Sunday,
mayotte,2019,2019-08-12,Eid al-Adha,Optional Holiday,Monday,
mayotte,2019,2019-08-15,Assumption of Mary,Optional Holiday,Thursday,
mayotte,2019,2019-09-23,September equinox,Season,Monday,
mayotte,2019,2019-11-01,All Saints' Eve,Optional Holiday,Friday,
mayotte,2019,2019-11-10,The Prophet's Birthday,Optional Holiday,Sunday,
mayotte,2019,2019-11-11,November Holiday,Optional Holiday,Monday,
mayotte,2019,2019-12-22,December Solstice,Season,Sunday,
mayotte,2019,2019-12-25,Christmas Day,Optional Holiday,Wednesday,
mayotte,2020,2020-01-01,New Year,Public Holiday,Wednesday,
mayotte,2020,2020-03-20,March equinox,Season,Friday,
mayotte,2020,2020-03-22,Mi'raj,Optional Holiday,Sunday,
mayotte,2020,2020-04-13,Easter Monday,Public Holiday,Monday,
mayotte,2020,2020-05-01,Labour Day,Public Holiday,Friday,
mayotte,2020,2020-05-08,End of the Second World War,Optional Holiday,Friday,
mayotte,2020,2020-05-21,Ascension Day,Optional Holiday,Thursday,
mayotte,2020,2020-05-24,Eid al-Fitr,Public Holiday,Sunday,
mayotte,2020,2020-06-01,Whit Monday,Optional Holiday,Monday,
mayotte,2020,2020-06-20,June Solstice,Season,Saturday,
mayotte,2020,2020-07-14,French Day of the Republic,Optional Holiday,Tuesday,
mayotte,2020,2020-07-31,Eid al-Adha,Optional Holiday,Friday,
mayotte,2020,2020-08-15,Assumption of Mary,Optional Holiday,Saturday,
mayotte,2020,2020-09-22,September equinox,Season,Tuesday,
mayotte,2020,2020-10-29,The Prophet's Birthday,Optional Holiday,Thursday,
mayotte,2020,2020-11-01,All Saints' Eve,Optional Holiday,Sunday,
mayotte,2020,2020-11-11,November Holiday,Optional Holiday,Wednesday,
mayotte,2020,2020-12-21,December Solstice,Season,Monday,
mayotte,2020,2020-12-25,Christmas Day,Optional Holiday,Friday,
mexico,2017,2017-01-01,New Year's Day,National holiday,Sunday,
mexico,2017,2017-01-06,Day of the Holy Kings,Observance,Friday,
mexico,2017,2017-02-05,Constitution Day,National holiday,Sunday,
mexico,2017,2017-02-06,Day off for Constitution Day,National holiday,Monday,
mexico,2017,2017-02-14,Valentine's Day,Observance,Tuesday,
mexico,2017,2017-02-24,Flag Day,Observance,Friday,
mexico,2017,2017-03-01,Ash Wednesday,"Observance, Christian",Wednesday,
mexico,2017,2017-03-18,Oil Expropriation Day,Observance,Saturday,
mexico,2017,2017-03-20,March equinox,Season,Monday,
mexico,2017,2017-03-20,Day off for Benito Ju¨¢rez's Birthday Memorial,National holiday,Monday,
mexico,2017,2017-03-21,Benito Ju¨¢rez's Birthday Memorial,National holiday,Tuesday,
mexico,2017,2017-04-09,Palm Sunday,"Observance, Christian",Sunday,
mexico,2017,2017-04-13,Maundy Thursday,Bank holiday,Thursday,
mexico,2017,2017-04-14,Good Friday,Bank holiday,Friday,
mexico,2017,2017-04-15,Holy Saturday,Observance,Saturday,
mexico,2017,2017-04-16,Easter Day,"Observance, Christian",Sunday,
mexico,2017,2017-04-30,Children's Day,Observance,Sunday,
mexico,2017,2017-05-01,Labor Day / May Day,National holiday,Monday,
mexico,2017,2017-05-05,Battle of Puebla,Observance,Friday,
mexico,2017,2017-05-10,Mother's Day,Observance,Wednesday,
mexico,2017,2017-05-15,Teacher's Day,Observance,Monday,
mexico,2017,2017-05-25,Ascension Day,Observance,Thursday,
mexico,2017,2017-06-04,Whit Sunday,Observance,Sunday,
mexico,2017,2017-06-15,Corpus Christi,Observance,Thursday,
mexico,2017,2017-06-18,Father's Day,Observance,Sunday,
mexico,2017,2017-06-21,June Solstice,Season,Wednesday,
mexico,2017,2017-08-15,Assumption of Mary,Observance,Tuesday,
mexico,2017,2017-09-15,Shout of Dolores,Observance,Friday,
mexico,2017,2017-09-16,Independence Day,National holiday,Saturday,
mexico,2017,2017-09-22,September equinox,Season,Friday,
mexico,2017,2017-10-12,Columbus Day,Observance,Thursday,
mexico,2017,2017-10-31,Halloween,Observance,Tuesday,
mexico,2017,2017-11-01,All Saints' Day,Observance,Wednesday,
mexico,2017,2017-11-02,All Souls' Day,Observance,Thursday,
mexico,2017,2017-11-20,Revolution Day Memorial,National holiday,Monday,
mexico,2017,2017-11-26,Christ the King Day,Observance,Sunday,
mexico,2017,2017-12-08,Feast of the Immaculate Conception,Observance,Friday,
mexico,2017,2017-12-12,Day of the Virgin of Guadalupe,Bank holiday,Tuesday,
mexico,2017,2017-12-21,December Solstice,Season,Thursday,
mexico,2017,2017-12-24,Christmas Eve,"Observance, Christian",Sunday,
mexico,2017,2017-12-25,Christmas Day,"National holiday, Christian",Monday,
mexico,2017,2017-12-28,Day of the Holy Innocents,Observance,Thursday,
mexico,2017,2017-12-31,New Year's Eve,Observance,Sunday,
mexico,2018,2018-01-01,New Year's Day,National holiday,Monday,
mexico,2018,2018-01-06,Day of the Holy Kings,Observance,Saturday,
mexico,2018,2018-02-05,Constitution Day,National holiday,Monday,
mexico,2018,2018-02-14,Valentine's Day,Observance,Wednesday,
mexico,2018,2018-02-14,Ash Wednesday,"Observance, Christian",Wednesday,
mexico,2018,2018-02-24,Flag Day,Observance,Saturday,
mexico,2018,2018-03-18,Oil Expropriation Day,Observance,Sunday,
mexico,2018,2018-03-19,Day off for Benito Ju¨¢rez's Birthday Memorial,National holiday,Monday,
mexico,2018,2018-03-20,March equinox,Season,Tuesday,
mexico,2018,2018-03-21,Benito Ju¨¢rez's Birthday Memorial,National holiday,Wednesday,
mexico,2018,2018-03-25,Palm Sunday,"Observance, Christian",Sunday,
mexico,2018,2018-03-29,Maundy Thursday,Bank holiday,Thursday,
mexico,2018,2018-03-30,Good Friday,Bank holiday,Friday,
mexico,2018,2018-03-31,Holy Saturday,Observance,Saturday,
mexico,2018,2018-04-01,Easter Day,"Observance, Christian",Sunday,
mexico,2018,2018-04-30,Children's Day,Observance,Monday,
mexico,2018,2018-05-01,Labor Day / May Day,National holiday,Tuesday,
mexico,2018,2018-05-05,Battle of Puebla,Observance,Saturday,
mexico,2018,2018-05-10,Mother's Day,Observance,Thursday,
mexico,2018,2018-05-10,Ascension Day,Observance,Thursday,
mexico,2018,2018-05-15,Teacher's Day,Observance,Tuesday,
mexico,2018,2018-05-20,Whit Sunday,Observance,Sunday,
mexico,2018,2018-05-31,Corpus Christi,Observance,Thursday,
mexico,2018,2018-06-17,Father's Day,Observance,Sunday,
mexico,2018,2018-06-21,June Solstice,Season,Thursday,
mexico,2018,2018-07-01,Mexican general election,National holiday,Sunday,
mexico,2018,2018-08-15,Assumption of Mary,Observance,Wednesday,
mexico,2018,2018-09-15,Shout of Dolores,Observance,Saturday,
mexico,2018,2018-09-16,Independence Day,National holiday,Sunday,
mexico,2018,2018-09-23,September equinox,Season,Sunday,
mexico,2018,2018-10-12,Columbus Day,Observance,Friday,
mexico,2018,2018-10-31,Halloween,Observance,Wednesday,
mexico,2018,2018-11-01,All Saints' Day,Observance,Thursday,
mexico,2018,2018-11-02,All Souls' Day,Observance,Friday,
mexico,2018,2018-11-19,Day off for Revolution Day Memorial,National holiday,Monday,
mexico,2018,2018-11-20,Revolution Day Memorial,National holiday,Tuesday,
mexico,2018,2018-11-25,Christ the King Day,Observance,Sunday,
mexico,2018,2018-12-01,Inauguration day,National holiday,Saturday,
mexico,2018,2018-12-08,Feast of the Immaculate Conception,Observance,Saturday,
mexico,2018,2018-12-12,Day of the Virgin of Guadalupe,Bank holiday,Wednesday,
mexico,2018,2018-12-21,December Solstice,Season,Friday,
mexico,2018,2018-12-24,Christmas Eve,"Observance, Christian",Monday,
mexico,2018,2018-12-25,Christmas Day,"National holiday, Christian",Tuesday,
mexico,2018,2018-12-28,Day of the Holy Innocents,Observance,Friday,
mexico,2018,2018-12-31,New Year's Eve,Observance,Monday,
mexico,2019,2019-01-01,New Year's Day,National holiday,Tuesday,
mexico,2019,2019-01-06,Day of the Holy Kings,Observance,Sunday,
mexico,2019,2019-02-04,Day off for Constitution Day,National holiday,Monday,
mexico,2019,2019-02-05,Constitution Day,National holiday,Tuesday,
mexico,2019,2019-02-14,Valentine's Day,Observance,Thursday,
mexico,2019,2019-02-24,Flag Day,Observance,Sunday,
mexico,2019,2019-03-06,Ash Wednesday,"Observance, Christian",Wednesday,
mexico,2019,2019-03-18,Oil Expropriation Day,Observance,Monday,
mexico,2019,2019-03-18,Day off for Benito Ju¨¢rez's Birthday Memorial,National holiday,Monday,
mexico,2019,2019-03-20,March equinox,Season,Wednesday,
mexico,2019,2019-03-21,Benito Ju¨¢rez's Birthday Memorial,National holiday,Thursday,
mexico,2019,2019-04-14,Palm Sunday,"Observance, Christian",Sunday,
mexico,2019,2019-04-18,Maundy Thursday,Bank holiday,Thursday,
mexico,2019,2019-04-19,Good Friday,Bank holiday,Friday,
mexico,2019,2019-04-20,Holy Saturday,Observance,Saturday,
mexico,2019,2019-04-21,Easter Day,"Observance, Christian",Sunday,
mexico,2019,2019-04-30,Children's Day,Observance,Tuesday,
mexico,2019,2019-05-01,Labor Day / May Day,National holiday,Wednesday,
mexico,2019,2019-05-05,Battle of Puebla,Observance,Sunday,
mexico,2019,2019-05-10,Mother's Day,Observance,Friday,
mexico,2019,2019-05-15,Teacher's Day,Observance,Wednesday,
mexico,2019,2019-05-30,Ascension Day,Observance,Thursday,
mexico,2019,2019-06-09,Whit Sunday,Observance,Sunday,
mexico,2019,2019-06-16,Father's Day,Observance,Sunday,
mexico,2019,2019-06-20,Corpus Christi,Observance,Thursday,
mexico,2019,2019-06-21,June Solstice,Season,Friday,
mexico,2019,2019-08-15,Assumption of Mary,Observance,Thursday,
mexico,2019,2019-09-15,Shout of Dolores,Observance,Sunday,
mexico,2019,2019-09-16,Independence Day,National holiday,Monday,
mexico,2019,2019-09-23,September equinox,Season,Monday,
mexico,2019,2019-10-12,Columbus Day,Observance,Saturday,
mexico,2019,2019-10-31,Halloween,Observance,Thursday,
mexico,2019,2019-11-01,All Saints' Day,Observance,Friday,
mexico,2019,2019-11-02,All Souls' Day,Observance,Saturday,
mexico,2019,2019-11-18,Day off for Revolution Day Memorial,National holiday,Monday,
mexico,2019,2019-11-20,Revolution Day Memorial,National holiday,Wednesday,
mexico,2019,2019-11-24,Christ the King Day,Observance,Sunday,
mexico,2019,2019-12-08,Feast of the Immaculate Conception,Observance,Sunday,
mexico,2019,2019-12-12,Day of the Virgin of Guadalupe,Bank holiday,Thursday,
mexico,2019,2019-12-22,December Solstice,Season,Sunday,
mexico,2019,2019-12-24,Christmas Eve,"Observance, Christian",Tuesday,
mexico,2019,2019-12-25,Christmas Day,"National holiday, Christian",Wednesday,
mexico,2019,2019-12-28,Day of the Holy Innocents,Observance,Saturday,
mexico,2019,2019-12-31,New Year's Eve,Observance,Tuesday,
mexico,2020,2020-01-01,New Year's Day,National holiday,Wednesday,
mexico,2020,2020-01-06,Day of the Holy Kings,Observance,Monday,
mexico,2020,2020-02-03,Day off for Constitution Day,National holiday,Monday,
mexico,2020,2020-02-05,Constitution Day,National holiday,Wednesday,
mexico,2020,2020-02-14,Valentine's Day,Observance,Friday,
mexico,2020,2020-02-24,Flag Day,Observance,Monday,
mexico,2020,2020-02-26,Ash Wednesday,"Observance, Christian",Wednesday,
mexico,2020,2020-03-16,Day off for Benito Ju¨¢rez's Birthday Memorial,National holiday,Monday,
mexico,2020,2020-03-18,Oil Expropriation Day,Observance,Wednesday,
mexico,2020,2020-03-20,March equinox,Season,Friday,
mexico,2020,2020-03-21,Benito Ju¨¢rez's Birthday Memorial,National holiday,Saturday,
mexico,2020,2020-04-05,Palm Sunday,"Observance, Christian",Sunday,
mexico,2020,2020-04-09,Maundy Thursday,Bank holiday,Thursday,
mexico,2020,2020-04-10,Good Friday,Bank holiday,Friday,
mexico,2020,2020-04-11,Holy Saturday,Observance,Saturday,
mexico,2020,2020-04-12,Easter Day,"Observance, Christian",Sunday,
mexico,2020,2020-04-30,Children's Day,Observance,Thursday,
mexico,2020,2020-05-01,Labor Day / May Day,National holiday,Friday,
mexico,2020,2020-05-05,Battle of Puebla,Observance,Tuesday,
mexico,2020,2020-05-10,Mother's Day,Observance,Sunday,
